num,dt,sec,id,imgURL,imgFile,Android_imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth,unity_height
394,2013-12-15T08:44:59+0100,3930,B00000692_21I5A3_20131215_084459,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_394.jpg,g2_a3_sml_394.jpg,G2_3.jpg,3,1,4014,2,1,0.337,-0.992,-0.055,-0.312,-0.924,-0.543,26458,28090,19550,62141,17.9,1,-33.989282,151.235726,-33.989282 151.235726,9,114,0.05,0.59,4.136548223,0,0,0,1,1.25,1.656,1,1.188,95.034,-74.62,305.55,0,,-33.989282,151.235726,-33.989282 151.235726,253,-99.98458
405,2013-12-15T08:47:09+0100,4040,B00000703_21I5A3_20131215_084708,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_405.jpg,g2_a3_sml_405.jpg,G2_3.jpg,3,1,4014,2,1,0.291,-0.937,-0.442,-0.257,-0.836,-2.6,65535,65535,45893,65535,0.2,1,-33.98931,151.235699,-33.98931 151.235699,9,114,0.04,0.57,2.56751269,0,0,0,1,1.25,1.656,1,1.32,103.27,-73.42,292.42,0,,-33.98931,151.235699,-33.98931 151.235699,322,-99.98458
29,2013-12-15T07:53:39+0100,272,B00000041_21I5AW_20131215_075338,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_029.jpg,g2_a4_sml_029.jpg,G2_4.jpg,4,1,4014,2,1,0.503,-1.649,-0.81,-0.007,-0.359,-0.103,65535,65535,65535,65535,30.3,2,-33.98926,151.23571,-33.98926 151.23571,0,106,0.48,3.85,33.8,0.3,26.56,4.45,1,1.25,1.438,1,1.25,101.33,-97.7,279.79,0,,-33.98926,151.23567,-33.98926 151.23567,299,-99.98458
65,2013-12-15T07:59:19+0100,612,B00000077_21I5AW_20131215_075919,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_065.jpg,g2_a4_sml_065.jpg,G2_4.jpg,4,1,4014,2,1,0.233,-0.955,-0.188,-0.041,-0.379,0.117,30020,29316,20270,65535,31.6,2,-33.98828,151.23373,-33.98828 151.23373,0,127,1.16,12.78,40.6,0.5,24.13,1.94,5,1.25,1.594,1,1.688,95.995,-96.82,225.88,0,,-33.9884,151.23393,-33.9884 151.23393,110,-84.50439
80,2013-12-15T08:01:48+0100,761,B00000092_21I5AW_20131215_080148,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_080.jpg,g2_a4_sml_080.jpg,G2_4.jpg,4,1,4014,2,1,-0.106,-1.025,-0.043,0.06,-0.354,-0.091,16020,22109,19609,52835,25.5,2,-33.98841,151.23409,-33.98841 151.23409,0,269,0.46,3.69,43.1,0.3,16.62,2.12,5,1.75,1.656,1,1.438,105.18,-93.57,323.32,0,,-33.98837667,151.2340433,-33.9883766667 151.234043333,320,-84.50439
94,2013-12-15T08:03:47+0100,880,B00000106_21I5AW_20131215_080347,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_094.jpg,g2_a4_sml_094.jpg,G2_4.jpg,4,1,4014,2,1,0.188,-0.927,-0.085,0.095,-0.349,-0.037,61222,65535,55298,65535,25.5,2,-33.98853,151.23331,-33.98853 151.23331,0,236,1.52,12.14,36.2,1.3,20.32,2.37,1,1.25,1.563,1,1.063,95.378,-94.38,22.579,0,,-33.98854,151.2333,-33.98854 151.2333,236,-83.50377
102,2013-12-15T08:05:05+0100,958,B00000114_21I5AW_20131215_080505,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_102.jpg,g2_a4_sml_102.jpg,G2_4.jpg,4,1,4014,2,1,-0.407,-1.662,-0.113,-0.151,-0.374,0.038,53592,61540,39809,65535,25.2,2,-33.98872,151.23286,-33.98872 151.23286,0,110,1.88,18.75,35.4,1.6,29.3,1.73,1,1.25,1.781,1,1.188,103.89,-89.92,296.23,0,,-33.98869667,151.23292,-33.9886966667 151.23292,110,-79.54053
111,2013-12-15T08:06:21+0100,1034,B00000123_21I5AW_20131215_080621,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_111.jpg,g2_a4_sml_111.jpg,G2_4.jpg,4,1,4014,2,1,-0.243,-1.082,-0.232,-0.196,-0.358,0.072,65535,65535,59772,65535,25.2,2,-33.98832,151.23396,-33.98832 151.23396,0,22,0.8,7.22,34.3,1.8,15.38,2.19,1,1.25,1.625,1,1.094,96.792,-91.48,199.36,0,,-33.98833,151.23393,-33.98833 151.23393,22,-84.50439
121,2013-12-15T08:07:59+0100,1132,B00000133_21I5AW_20131215_080759,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_121.jpg,g2_a4_sml_121.jpg,G2_4.jpg,4,1,4014,2,1,-0.109,-1.019,-0.145,0.085,-0.39,0.037,65535,65535,54289,65535,28.2,2,-33.98788,151.23405,-33.98788 151.23405,0,90,0.41,3.69,40.2,0.9,19.45,2.43,1,1.25,1.594,1,1.625,102.75,-86.78,174.53,0,,-33.9879,151.23409,-33.9879 151.23409,90,-85.50893
131,2013-12-15T08:09:37+0100,1230,B00000143_21I5AW_20131215_080937,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_131.jpg,g2_a4_sml_131.jpg,G2_4.jpg,4,1,4014,2,1,0.005,-0.792,-0.303,-0.187,-0.348,-0.123,13424,18051,13352,38077,23.6,2,-33.9877,151.23404,-33.98770 151.23404,0,68,0.66,5.96,38.1,0.9,14.25,2.44,5,1.44,1.781,1,1.43,104.66,-88.17,276.63,0,,-33.98766,151.2340867,-33.98766 151.234086667,72,-86.5174
142,2013-12-15T08:11:30+0100,1343,B00000154_21I5AW_20131215_081129,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_142.jpg,g2_a4_sml_142.jpg,G2_4.jpg,4,1,4014,2,1,-0.06,-0.912,-0.321,-0.132,-0.337,-0.175,18319,20478,13720,40494,22.1,2,-33.98791,151.23423,-33.98791 151.23423,0,5,1.01,10.05,38.3,0.6,18.34,2.45,2,1.25,1.75,1,1.523,109.18,-88.5,256.14,0,,-33.98787333,151.23426,-33.9878733333 151.23426,5,-86.5174
151,2013-12-15T08:12:53+0100,1426,B00000163_21I5AW_20131215_081253,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_151.jpg,g2_a4_sml_151.jpg,G2_4.jpg,4,1,4014,2,1,-0.239,-0.864,-0.44,0.014,-0.329,-0.198,53212,58228,37727,65535,22.1,2,-33.9881,151.23421,-33.98810 151.23421,0,217,1.53,15.32,39.8,1.1,27.75,2.62,1,1.25,1.656,1,1.18,106.22,-86.54,11.816,0,,-33.98811333,151.23417,-33.9881133333 151.23417,217,-85.50893
159,2013-12-15T08:14:10+0100,1503,B00000171_21I5AW_20131215_081410,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_159.jpg,g2_a4_sml_159.jpg,G2_4.jpg,4,1,4014,2,1,0.16,-0.982,-0.201,-0.048,-0.335,-0.193,60018,64652,43449,65535,22.1,2,-33.98829,151.23403,-33.98829 151.23403,0,140,0.32,2.89,39.1,1.2,17.57,2.27,1,1.25,1.625,1,1.211,104.03,-82.52,277.62,0,,-33.98828333,151.23403,-33.9882833333 151.23403,151,-84.50439
170,2013-12-15T08:15:56+0100,1609,B00000182_21I5AW_20131215_081556,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_170.jpg,g2_a4_sml_170.jpg,G2_4.jpg,4,1,4014,2,1,0.242,-1.267,-0.208,0.125,-0.342,-0.098,57127,60998,40508,65535,25.2,2,-33.98839,151.2339,-33.98839 151.23390,0,269,0.1,0.92,40.9,0.5,22.14,2.15,1,1.25,1.625,1,1.305,105.8,-83.44,80.053,0,,-33.98835,151.2339233,-33.98835 151.233923333,231,-84.50439
179,2013-12-15T08:17:18+0100,1691,B00000191_21I5AW_20131215_081718,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_179.jpg,g2_a4_sml_179.jpg,G2_4.jpg,4,1,4014,2,1,0.018,-0.854,0.001,0.117,-0.361,-0.036,65535,65535,60126,65535,29,2,-33.98845,151.23331,-33.98845 151.23331,0,193,1.95,19.46,44.3,0.9,24.23,2.47,1,1.25,1.594,1,1.086,100.46,-84.86,109.44,0,,-33.98853333,151.23334,-33.9885333333 151.23334,193,-83.50377
187,2013-12-15T08:18:39+0100,1772,B00000199_21I5AW_20131215_081838,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_187.jpg,g2_a4_sml_187.jpg,G2_4.jpg,4,1,4014,2,1,-0.137,-0.742,-0.667,0.023,-0.253,-0.249,34344,34484,21510,61061,29,2,-33.98905,151.23326,-33.98905 151.23326,0,281,1.13,11.28,44.7,1,20.68,1.82,2,1.25,1.719,1,1.898,128.84,-95.72,115.4,0,,-33.98901667,151.2331767,-33.9890166667 151.233176667,281,-82.50707
195,2013-12-15T08:20:00+0100,1853,B00000207_21I5AW_20131215_082000,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_195.jpg,g2_a4_sml_195.jpg,G2_4.jpg,4,1,4014,2,1,-0.049,-0.889,-0.497,0.056,-0.337,-0.159,35388,44445,30873,65535,24.7,2,-33.98914,151.23239,-33.98914 151.23239,0,28,0.25,3.81,44.3,1.1,14.38,1.91,1,1.25,1.75,1,1.398,104.75,-84.5,133.81,0,,-33.98913333,151.23245,-33.9891333333 151.23245,28,-72.75591
203,2013-12-15T08:21:21+0100,1934,B00000215_21I5AW_20131215_082121,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_203.jpg,g2_a4_sml_203.jpg,G2_4.jpg,4,1,4014,2,1,-0.081,-0.857,-0.178,0.076,-0.393,0.085,55954,65535,56042,65535,24.7,2,-33.98874,151.2328,-33.98874 151.23280,0,354,0.72,10.05,38.5,1,14.31,2.47,3,1.25,1.781,1,1.273,98.854,-87.7,202.45,0,,-33.98872,151.23279,-33.98872 151.23279,354,-77.58244
211,2013-12-15T08:22:47+0100,2020,B00000223_21I5AW_20131215_082247,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_211.jpg,g2_a4_sml_211.jpg,G2_4.jpg,4,1,4014,2,1,0.087,-1.114,-0.209,-0.168,-0.367,-0.105,48862,50316,29806,65535,12.4,2,-33.98873,151.23321,-33.98873 151.23321,0,140,0.24,2.89,41.9,0.6,11.08,2.06,1,1.25,1.719,1,1.367,110.93,-85.87,271.21,0,,-33.98873333,151.2331833,-33.9887333333 151.233183333,140,-82.50707
224,2013-12-15T08:24:58+0100,2151,B00000236_21I5AW_20131215_082458,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_224.jpg,g2_a4_sml_224.jpg,G2_4.jpg,4,1,4014,2,1,0.025,-0.859,-0.534,-0.228,-0.326,-0.163,39334,39684,23346,65535,12.4,2,-33.98917,151.23313,-33.98917 151.23313,0,128,0.55,7.1,41.5,0.3,10.54,1.77,1,1.25,1.531,1,1.156,108.48,-86.29,279.73,0,,-33.98917,151.2331367,-33.98917 151.233136667,128,-81.5143
232,2013-12-15T08:26:12+0100,2225,B00000244_21I5AW_20131215_082612,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_232.jpg,g2_a4_sml_232.jpg,G2_4.jpg,4,1,4014,2,1,0.043,-0.856,-0.086,-0.032,-0.411,0.091,65535,65535,65535,65535,21.5,2,-33.9889,151.23341,-33.98890 151.23341,0,23,1.82,18.24,44.4,1.3,11.84,1.91,1,1.25,1.531,1,1.289,102.85,-88.27,198.67,0,,-33.98886667,151.2334433,-33.9888666667 151.233443333,23,-83.50377
241,2013-12-15T08:27:39+0100,2312,B00000253_21I5AW_20131215_082739,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_241.jpg,g2_a4_sml_241.jpg,G2_4.jpg,4,1,4014,2,0,-0.06,-0.79,-0.252,-0.173,-0.383,-0.001,9200,9193,5540,17164,34.1,2,-33.98869,151.23398,-33.98869 151.23398,0,55,0.87,7.84,47.1,1,16.23,2.34,5,6.25,1.375,1,1.602,108.93,-91.69,257.91,0,,-33.98868,151.2339467,-33.98868 151.233946667,55,-85.50893
250,2013-12-15T08:29:01+0100,2394,B00000262_21I5AW_20131215_082901,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_250.jpg,g2_a4_sml_250.jpg,G2_4.jpg,4,1,4014,2,1,-0.096,-0.405,-0.345,-0.199,-0.321,-0.182,65535,65535,65535,65535,34.1,2,-33.98885,151.2344,-33.98885 151.23440,0,140,0.66,7.22,42.3,1.1,13.37,1.9,1,1.25,1.438,1,1.32,115.33,-89.63,306.04,0,,-33.98883667,151.23441,-33.9888366667 151.23441,140,-95.7702
259,2013-12-15T08:30:22+0100,2475,B00000271_21I5AW_20131215_083022,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_259.jpg,g2_a4_sml_259.jpg,G2_4.jpg,4,1,4014,2,1,0.13,-0.924,-0.324,-0.169,-0.371,-0.101,57118,58972,35562,65535,10.2,2,-33.98916,151.23493,-33.98916 151.23493,0,98,0.75,7.46,28,0.5,6.77,1.66,1,1.25,1.438,1,1.289,109.48,-85.83,273.26,0,,-33.98915667,151.2349333,-33.9891566667 151.234933333,98,-103.1866
267,2013-12-15T08:31:44+0100,2557,B00000279_21I5AW_20131215_083143,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_267.jpg,g2_a4_sml_267.jpg,G2_4.jpg,4,1,4014,2,1,-0.011,-1.108,-0.361,-0.228,-0.356,-0.078,59651,60202,35584,65535,15,2,-33.98935,151.23561,-33.98935 151.23561,0,103,0.53,4.74,29.4,0.4,7.4,1.5,1,1.25,1.406,1,1.414,110.61,-92.24,258.79,0,,-33.98934333,151.2356067,-33.9893433333 151.235606667,103,-102.1153
278,2013-12-15T08:33:21+0100,2654,B00000290_21I5AW_20131215_083320,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_278.jpg,g2_a4_sml_278.jpg,G2_4.jpg,4,1,4014,2,1,-0.054,-0.437,-1.005,-0.016,-0.056,-0.328,65535,57645,35996,65535,30,2,-33.98926,151.2358,-33.98926 151.23580,0,140,0.64,5.78,29.7,0.3,16.65,2.03,1,1.25,1.281,1,1.477,147.65,-87.92,124.17,0,,-33.98929667,151.2357833,-33.9892966667 151.235783333,140,-97.86954
289,2013-12-15T08:35:03+0100,2756,B00000301_21I5AW_20131215_083503,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_289.jpg,g2_a4_sml_289.jpg,G2_4.jpg,4,1,4014,2,1,-0.521,-0.992,-0.543,-0.014,-0.323,-0.183,65535,65535,65535,65535,30,2,-33.98926,151.2357,-33.98926 151.23570,0,269,0.15,1.84,29,0.2,12.58,2.12,1,1.25,1.313,1,1.469,126.33,-97.27,29.742,0,,-33.98926667,151.2357233,-33.9892666667 151.235723333,348,-99.98458
306,2013-12-15T08:37:58+0100,2931,B00000318_21I5AW_20131215_083758,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_306.jpg,g2_a4_sml_306.jpg,G2_4.jpg,4,1,4014,2,1,0.014,-0.908,-0.424,0.025,-0.255,-0.242,45696,45926,28697,65535,23.4,2,-33.98915,151.23574,-33.98915 151.23574,0,0,0,0,28,0.3,7.56,1.69,4,1.25,1.406,1,1.281,122.38,-84.04,28.531,0,,-33.98914333,151.23574,-33.9891433333 151.23574,0,-97.86954
317,2013-12-15T08:40:03+0100,3056,B00000329_21I5AW_20131215_084003,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_317.jpg,g2_a4_sml_317.jpg,G2_4.jpg,4,1,4014,2,1,0.233,-0.881,-0.473,0.074,-0.26,-0.222,57928,58390,35852,65535,23.4,2,-33.9891,151.23574,-33.98910 151.23574,0,90,0.46,3.69,26.1,0.8,10.47,1.66,1,1.25,1.406,1,1.281,113.14,-105.2,295.51,0,,-33.9891,151.2357433,-33.9891 151.235743333,90,-95.7702
334,2013-12-15T08:42:40+0100,3213,B00000346_21I5AW_20131215_084240,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_334.jpg,g2_a4_sml_334.jpg,G2_4.jpg,4,1,4014,2,1,0.359,-0.824,-0.477,-0.068,-0.347,-0.147,65535,65535,51424,65535,21.5,2,-33.98913,151.2358,-33.98913 151.23580,0,22,0.3,2.41,29.3,0.5,11.68,1.78,2,1.25,1.313,1,1.5,115.83,-67.83,272.93,0,,-33.98912667,151.2358267,-33.9891266667 151.235826667,106,-95.7702
353,2013-12-15T08:45:35+0100,3388,B00000365_21I5AW_20131215_084535,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_353.jpg,g2_a4_sml_353.jpg,G2_4.jpg,4,1,4014,2,1,-0.27,-0.852,-0.492,-0.309,-0.267,-0.129,43843,44792,28300,65535,23.9,2,-33.98911,151.23589,-33.98911 151.23589,0,320,0.16,1.45,29,0.2,11.43,1.81,4,1.25,1.313,1,1.219,120.82,-96.85,287.48,0,,-33.98910667,151.2358733,-33.9891066667 151.235873333,320,-93.68655
397,2013-12-15T08:52:44+0100,3817,B00000409_21I5AW_20131215_085244,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_397.jpg,g2_a4_sml_397.jpg,G2_4.jpg,4,1,4014,2,1,0.102,-0.929,-0.343,-0.154,-0.311,-0.192,13436,14078,9747,29689,23.9,2,-33.98903,151.23585,-33.98903 151.23585,0,317,1.51,13.61,27.6,0.3,13.91,1.57,21,1.31,1.75,1.031,1,110.87,-88.51,286.96,0,,-33.98902,151.23581,-33.98902 151.23581,317,-92.65062
417,2013-12-15T08:55:47+0100,4000,B00000429_21I5AW_20131215_085546,https://googledrive.com/host/0ByZPttHNHiZ0TEFsZlY1UW4zUmM/g2_a4_sml_417.jpg,g2_a4_sml_417.jpg,G2_4.jpg,4,1,4014,2,1,-0.135,-1.013,-0.1,-0.041,-0.355,-0.149,65535,65535,64103,65535,23.9,2,-33.98909,151.23576,-33.98909 151.23576,0,226,0.58,6.41,26.9,0.4,14.66,1.77,1,1.25,1.5,1,1.188,99.272,-86.17,312.52,0,,-33.98911,151.23576,-33.98911 151.23576,238,-96.81791
